Date of onset,daily_infect,daily_deceased
10/10/2020,3,0
11/10/2020,4,0
12/10/2020,5,0
13/10/2020,4,0
14/10/2020,0,0
15/10/2020,4,0
16/10/2020,1,0
17/10/2020,0,0
18/10/2020,2,0
19/10/2020,1,0
20/10/2020,1,0
21/10/2020,1,0
22/10/2020,1,0
23/10/2020,1,0
24/10/2020,1,0
25/10/2020,1,0
26/10/2020,0,0
27/10/2020,0,0
28/10/2020,0,0
29/10/2020,1,0
30/10/2020,1,0
31/10/2020,0,0
1/11/2020,1,0
2/11/2020,3,0
3/11/2020,3,0
4/11/2020,2,1
5/11/2020,1,0
6/11/2020,0,1
7/11/2020,1,0
8/11/2020,3,0
9/11/2020,0,0
10/11/2020,5,1
11/11/2020,3,0
12/11/2020,7,0
13/11/2020,4,0
14/11/2020,3,0
15/11/2020,5,0
16/11/2020,0,0
17/11/2020,1,0
18/11/2020,3,0
19/11/2020,4,0
20/11/2020,21,0
21/11/2020,36,0
22/11/2020,61,0
23/11/2020,63,0
24/11/2020,69,0
25/11/2020,84,0
26/11/2020,75,0
27/11/2020,89,0
28/11/2020,81,1
29/11/2020,109,0
30/11/2020,68,0
1/12/2020,72,0
2/12/2020,97,1
3/12/2020,79,0
4/12/2020,100,2
5/12/2020,92,0
6/12/2020,87,0
7/12/2020,71,0
8/12/2020,95,0
9/12/2020,99,2
10/12/2020,102,0
11/12/2020,81,0
12/12/2020,64,1
13/12/2020,92,2
14/12/2020,77,3
15/12/2020,89,2
16/12/2020,79,1
17/12/2020,90,2
18/12/2020,64,4
19/12/2020,102,0
20/12/2020,70,0
21/12/2020,78,2
22/12/2020,53,1
23/12/2020,47,1
24/12/2020,61,2
25/12/2020,55,1
26/12/2020,53,0
27/12/2020,69,0
28/12/2020,60,3
29/12/2020,50,4
30/12/2020,47,3
31/12/2020,62,2
1/1/2021,36,1
2/1/2021,34,1
3/1/2021,40,0
4/1/2021,43,1
5/1/2021,31,2
6/1/2021,22,1
7/1/2021,29,0
8/1/2021,42,1
9/1/2021,53,2
10/1/2021,28,1
11/1/2021,38,0
12/1/2021,60,1
13/1/2021,42,2
14/1/2021,26,0
15/1/2021,35,0
16/1/2021,49,1
17/1/2021,51,0
18/1/2021,102,1
19/1/2021,55,1
20/1/2021,77,2
21/1/2021,63,1
22/1/2021,55,0
23/1/2021,78,1
24/1/2021,72,1
25/1/2021,69,2
26/1/2021,63,2
27/1/2021,57,1
28/1/2021,38,3
29/1/2021,48,1
30/1/2021,26,0
31/1/2021,44,3
1/2/2021,29,1
2/2/2021,24,1
3/2/2021,19,2
4/2/2021,19,1
5/2/2021,34,0
6/2/2021,16,0
7/2/2021,24,0
8/2/2021,28,0
9/2/2021,21,1
10/2/2021,17,1
11/2/2021,17,3
12/2/2021,18,1
13/2/2021,10,1
14/2/2021,10,0
15/2/2021,4,0
16/2/2021,6,1
17/2/2021,12,1
18/2/2021,8,2
19/2/2021,12,0
20/2/2021,10,0
21/2/2021,19,0
22/2/2021,13,0
23/2/2021,11,0
24/2/2021,16,0
25/2/2021,12,1
26/2/2021,18,0
27/2/2021,31,0
28/2/2021,17,1
1/3/2021,11,1
2/3/2021,7,0
3/3/2021,14,0
4/3/2021,6,1
5/3/2021,8,0
6/3/2021,4,1
7/3/2021,13,0
8/3/2021,6,0
9/3/2021,8,0
10/3/2021,6,0
11/3/2021,19,1
12/3/2021,54,0
13/3/2021,42,0
14/3/2021,23,0
15/3/2021,16,0
16/3/2021,13,0
17/3/2021,8,0
18/3/2021,6,0
19/3/2021,9,0
20/3/2021,7,0
21/3/2021,5,0
22/3/2021,7,0
23/3/2021,4,0
24/3/2021,4,1
25/3/2021,4,0
26/3/2021,3,1
27/3/2021,0,0
28/3/2021,0,0
29/3/2021,1,0
30/3/2021,1,0
31/3/2021,1,0
1/4/2021,2,0
2/4/2021,7,0
3/4/2021,1,0
4/4/2021,0,0
5/4/2021,1,0
6/4/2021,3,0
7/4/2021,2,0
8/4/2021,3,0
9/4/2021,2,1
10/4/2021,2,1
11/4/2021,2,0
12/4/2021,2,0
13/4/2021,3,0
14/4/2021,1,2
15/4/2021,2,0
16/4/2021,6,0
17/4/2021,8,0
18/4/2021,1,0
19/4/2021,1,0
20/4/2021,4,0
21/4/2021,0,0
22/4/2021,2,0
23/4/2021,0,0
24/4/2021,2,0
25/4/2021,2,0
26/4/2021,0,0
27/4/2021,3,0
28/4/2021,1,0
29/4/2021,0,0
30/4/2021,2,0
1/5/2021,0,1
2/5/2021,0,0
3/5/2021,0,0
4/5/2021,0,0
5/5/2021,3,0
6/5/2021,0,0
7/5/2021,1,0
8/5/2021,0,0
9/5/2021,0,0
10/5/2021,0,0
11/5/2021,0,0
12/5/2021,1,0
13/5/2021,1,0
14/5/2021,0,0
15/5/2021,1,0
16/5/2021,1,0
17/5/2021,0,0
18/5/2021,0,0
19/5/2021,0,0
20/5/2021,0,0
21/5/2021,0,0
22/5/2021,0,0
23/5/2021,0,0
24/5/2021,0,0
25/5/2021,0,0
26/5/2021,0,0
27/5/2021,0,0
28/5/2021,0,0
29/5/2021,0,0
30/5/2021,0,0
31/5/2021,0,0
1/6/2021,0,0
2/6/2021,0,0
3/6/2021,0,0
4/6/2021,0,0
5/6/2021,1,0
6/6/2021,1,0
7/6/2021,1,0
8/6/2021,0,0
9/6/2021,0,0
10/6/2021,0,0
11/6/2021,0,0
12/6/2021,0,0
13/6/2021,0,0
14/6/2021,0,0
15/6/2021,0,0
16/6/2021,0,0
17/6/2021,0,0
18/6/2021,0,0
19/6/2021,0,0
20/6/2021,0,0
21/6/2021,0,0
22/6/2021,0,0
23/6/2021,0,0
24/6/2021,1,0
25/6/2021,0,1
26/6/2021,0,0
27/6/2021,1,0
28/6/2021,0,0
29/6/2021,0,0
30/6/2021,0,0
1/7/2021,0,0
2/7/2021,1,0
3/7/2021,0,0
4/7/2021,0,0
5/7/2021,0,1
6/7/2021,0,0
7/7/2021,0,0
8/7/2021,0,0
9/7/2021,0,0
10/7/2021,0,0
11/7/2021,1,0
12/7/2021,0,0
13/7/2021,0,0
14/7/2021,0,0
15/7/2021,0,0
16/7/2021,0,0
17/7/2021,0,0
18/7/2021,0,0
19/7/2021,0,0
20/7/2021,0,0
21/7/2021,0,0
22/7/2021,0,0
23/7/2021,0,0
24/7/2021,0,0
25/7/2021,0,0
26/7/2021,0,0
27/7/2021,0,0
28/7/2021,0,0
29/7/2021,0,0
30/7/2021,0,0
31/7/2021,0,0
1/8/2021,0,0
2/8/2021,0,0
3/8/2021,0,0
4/8/2021,0,0
5/8/2021,1,0
6/8/2021,0,0
7/8/2021,0,0
8/8/2021,0,0
9/8/2021,0,0
10/8/2021,0,0
11/8/2021,0,0
12/8/2021,0,0
13/8/2021,0,0
14/8/2021,1,0
15/8/2021,0,0
16/8/2021,0,0
17/8/2021,1,0
18/8/2021,0,0
19/8/2021,0,0
20/8/2021,0,0
21/8/2021,0,0
22/8/2021,0,0
23/8/2021,0,0
24/8/2021,0,0
25/8/2021,0,0
26/8/2021,0,0
27/8/2021,0,0
28/8/2021,0,0
29/8/2021,0,0
30/8/2021,0,0
31/8/2021,0,0
1/9/2021,0,0
2/9/2021,0,0
3/9/2021,0,0
4/9/2021,0,0
5/9/2021,0,0
6/9/2021,0,0
7/9/2021,0,0
8/9/2021,0,0
9/9/2021,0,0
10/9/2021,0,0
11/9/2021,0,0
12/9/2021,0,0
13/9/2021,0,1
14/9/2021,0,0
15/9/2021,0,0
16/9/2021,0,0
17/9/2021,0,0
18/9/2021,0,0
19/9/2021,0,0
20/9/2021,0,0
21/9/2021,0,0
22/9/2021,0,0
23/9/2021,0,0
24/9/2021,0,0
25/9/2021,0,0
26/9/2021,0,0
27/9/2021,0,0
28/9/2021,0,0
29/9/2021,0,0
30/9/2021,0,0
1/10/2021,0,0
2/10/2021,0,0
3/10/2021,0,0
4/10/2021,0,0
5/10/2021,0,0
6/10/2021,0,0
7/10/2021,0,0
8/10/2021,1,0
9/10/2021,0,0
10/10/2021,0,0
11/10/2021,0,0
12/10/2021,0,0
13/10/2021,0,0
14/10/2021,0,0
15/10/2021,0,0
16/10/2021,0,0
17/10/2021,0,0
18/10/2021,0,0
19/10/2021,0,0
20/10/2021,0,0
21/10/2021,0,0
22/10/2021,0,0
23/10/2021,0,0
24/10/2021,0,0
25/10/2021,0,0
26/10/2021,0,0
27/10/2021,0,0
28/10/2021,0,0
29/10/2021,0,0
30/10/2021,0,0
31/10/2021,0,0
1/11/2021,0,0
2/11/2021,0,0
3/11/2021,0,0
4/11/2021,0,0
5/11/2021,0,0
6/11/2021,0,0
7/11/2021,0,0
8/11/2021,0,0
9/11/2021,0,0
10/11/2021,0,0
11/11/2021,0,0
12/11/2021,0,0
13/11/2021,0,0
14/11/2021,0,0
15/11/2021,0,0
16/11/2021,0,0
17/11/2021,0,0
18/11/2021,0,0
19/11/2021,0,0
20/11/2021,1,0
21/11/2021,0,0
22/11/2021,0,0
23/11/2021,0,0
24/11/2021,0,0
25/11/2021,0,0
26/11/2021,0,0
27/11/2021,0,0
28/11/2021,0,0
29/11/2021,0,0
30/11/2021,0,0
1/12/2021,0,0
2/12/2021,0,0
3/12/2021,0,0
4/12/2021,0,0
5/12/2021,0,0
6/12/2021,0,0
7/12/2021,0,0
8/12/2021,0,0
9/12/2021,0,0
10/12/2021,0,0
11/12/2021,0,0
12/12/2021,0,0
13/12/2021,0,0
14/12/2021,0,0
15/12/2021,0,0
16/12/2021,0,0
17/12/2021,0,0
18/12/2021,0,0
19/12/2021,0,0
20/12/2021,0,0
21/12/2021,0,0
22/12/2021,0,0
23/12/2021,0,0
24/12/2021,1,0
25/12/2021,0,0
26/12/2021,0,0
27/12/2021,0,0
28/12/2021,0,0
29/12/2021,0,0
30/12/2021,0,0
31/12/2021,2,0
1/1/2022,1,0
2/1/2022,1,0
3/1/2022,1,0
4/1/2022,3,0
5/1/2022,4,0
6/1/2022,5,0
7/1/2022,7,0
8/1/2022,7,0
9/1/2022,6,0
10/1/2022,5,0
11/1/2022,8,0
12/1/2022,6,0
13/1/2022,6,0
14/1/2022,3,0
15/1/2022,2,0
16/1/2022,3,0
17/1/2022,4,0
18/1/2022,11,0
19/1/2022,7,0
20/1/2022,10,0
21/1/2022,18,0
22/1/2022,24,0
23/1/2022,125,0
24/1/2022,98,0
25/1/2022,94,0
26/1/2022,100,0
27/1/2022,116,0
28/1/2022,111,0
29/1/2022,85,0
30/1/2022,77,0
31/1/2022,81,0
1/2/2022,102,0
2/2/2022,101,0
3/2/2022,120,0
4/2/2022,129,0
5/2/2022,343,0
6/2/2022,343,0
7/2/2022,614,0
8/2/2022,625,0
9/2/2022,1161,2
10/2/2022,986,1
11/2/2022,1325,0
12/2/2022,1514,3
13/2/2022,1347,0
14/2/2022,2071,2
15/2/2022,1619,3
16/2/2022,4285,3
17/2/2022,6116,11
18/2/2022,3629,21
19/2/2022,6063,17
20/2/2022,6067,12
21/2/2022,7533,12
22/2/2022,6211,36
23/2/2022,8674,49
24/2/2022,8798,40
25/2/2022,10010,72
26/2/2022,74534,80
27/2/2022,50976,82
28/2/2022,56178,85
1/3/2022,55658,246
2/3/2022,76341,178
3/3/2022,76991,198
4/3/2022,72682,188
5/3/2022,67583,220
6/3/2022,39801,233
7/3/2022,36395,280
8/3/2022,38751,291
9/3/2022,30461,291
10/3/2022,31402,281
11/3/2022,29381,294
12/3/2022,27647,285
13/3/2022,32430,264
14/3/2022,26908,286
15/3/2022,27765,289
16/3/2022,29272,279
17/3/2022,21650,289
18/3/2022,20082,265
19/3/2022,16597,249
20/3/2022,14149,246
21/3/2022,14068,223
22/3/2022,14152,245
23/3/2022,12240,205
24/3/2022,13074,201
25/3/2022,10405,192
26/3/2022,8841,139
27/3/2022,8037,151
28/3/2022,7685,168
29/3/2022,7596,151
30/3/2022,6981,135
31/3/2022,6646,119
1/4/2022,5823,120
2/4/2022,4475,116
3/4/2022,3709,111
4/4/2022,3138,90
5/4/2022,3254,87
6/4/2022,2777,111
7/4/2022,2644,97
8/4/2022,2492,86
9/4/2022,2535,62
10/4/2022,1921,65
11/4/2022,1407,57
12/4/2022,1433,59
13/4/2022,1272,62
14/4/2022,1043,54
15/4/2022,946,67
16/4/2022,794,41
17/4/2022,747,29
18/4/2022,613,20
19/4/2022,600,17
20/4/2022,668,10
21/4/2022,628,26
22/4/2022,574,15
23/4/2022,523,9
24/4/2022,429,13
25/4/2022,431,18
26/4/2022,347,7
27/4/2022,430,8
28/4/2022,413,5
29/4/2022,366,11
30/4/2022,363,10
1/5/2022,300,5
2/5/2022,283,5
3/5/2022,290,7
4/5/2022,313,3
5/5/2022,321,5
6/5/2022,324,11
7/5/2022,278,0
8/5/2022,266,2
9/5/2022,233,1
10/5/2022,273,5
11/5/2022,280,3
12/5/2022,294,1
13/5/2022,298,3
14/5/2022,284,1
15/5/2022,259,1
16/5/2022,234,0
17/5/2022,328,0
18/5/2022,329,4
19/5/2022,291,1
20/5/2022,243,4
21/5/2022,228,0
22/5/2022,237,0
23/5/2022,190,0
24/5/2022,250,0
25/5/2022,251,2
26/5/2022,251,2
27/5/2022,250,1
28/5/2022,270,1
29/5/2022,237,0
30/5/2022,275,2
31/5/2022,329,0
1/6/2022,505,1
2/6/2022,489,1
3/6/2022,499,2
4/6/2022,446,0
5/6/2022,515,4
6/6/2022,543,0
7/6/2022,239,3
8/6/2022,293,0
9/6/2022,614,1
10/6/2022,668,0
11/6/2022,851,0
12/6/2022,814,0
13/6/2022,737,0
14/6/2022,849,1
15/6/2022,1047,1
16/6/2022,1179,0
17/6/2022,1145,1
18/6/2022,1276,0
19/6/2022,1276,2
20/6/2022,1327,1
21/6/2022,1198,0
22/6/2022,1447,1
23/6/2022,1650,1
24/6/2022,1860,0
25/6/2022,1794,0
26/6/2022,1917,0
27/6/2022,1873,0
28/6/2022,1685,1
29/6/2022,2004,0
30/6/2022,2358,2
1/7/2022,2318,1
2/7/2022,2227,3
3/7/2022,1828,0
4/7/2022,1841,0
5/7/2022,2268,0
6/7/2022,2815,1
7/7/2022,3028,1
8/7/2022,2945,3
9/7/2022,2995,0
10/7/2022,2992,2
11/7/2022,2863,7
12/7/2022,2769,1
13/7/2022,3154,2
14/7/2022,3674,5
15/7/2022,3574,5
16/7/2022,3762,1
17/7/2022,3486,4
18/7/2022,3436,3
19/7/2022,3256,4
20/7/2022,3805,1
21/7/2022,4375,3
22/7/2022,4270,6
23/7/2022,4265,7
24/7/2022,4250,8
25/7/2022,4130,3
26/7/2022,4276,6
27/7/2022,4508,10
28/7/2022,4886,5
29/7/2022,4884,5
30/7/2022,4683,4
31/7/2022,4634,1
1/8/2022,4254,6
2/8/2022,4123,11
3/8/2022,4547,4
4/8/2022,5020,3
5/8/2022,4428,4
6/8/2022,4602,4
7/8/2022,4274,5
8/8/2022,4040,7
9/8/2022,4045,3
10/8/2022,4593,4
11/8/2022,4376,1
12/8/2022,4439,4
13/8/2022,5308,3
14/8/2022,4979,3
15/8/2022,4896,4
16/8/2022,5162,11
17/8/2022,5757,4
18/8/2022,6054,5
19/8/2022,6445,8
20/8/2022,6389,5
21/8/2022,6513,3
22/8/2022,6617,5
23/8/2022,6654,10
24/8/2022,7884,14
25/8/2022,8579,9
26/8/2022,7835,7
27/8/2022,8457,4
28/8/2022,9708,10
29/8/2022,8488,4
30/8/2022,8848,13
31/8/2022,9495,9
1/9/2022,10586,11
2/9/2022,9901,8
3/9/2022,10426,7
4/9/2022,10683,8
5/9/2022,10021,8
6/9/2022,9373,9
7/9/2022,10194,16
8/9/2022,11091,12
9/9/2022,10076,11
10/9/2022,9787,8
11/9/2022,9033,11
12/9/2022,7938,11
13/9/2022,7218,10
14/9/2022,7579,10
15/9/2022,8187,6
16/9/2022,8999,16
17/9/2022,8278,16
18/9/2022,7322,23
19/9/2022,6260,10
20/9/2022,5594,7
21/9/2022,5687,9
22/9/2022,5990,17
23/9/2022,5387,165
24/9/2022,5190,7
25/9/2022,3897,10
26/9/2022,4034,12
27/9/2022,3667,6
28/9/2022,3911,14
29/9/2022,4269,5
30/9/2022,4023,8
1/10/2022,3907,6
2/10/2022,3569,6
3/10/2022,3529,3
4/10/2022,3286,8
5/10/2022,3642,10
6/10/2022,4318,6
7/10/2022,4369,2
8/10/2022,4900,13
9/10/2022,4890,3
10/10/2022,4874,10
11/10/2022,4656,9
12/10/2022,4788,9
13/10/2022,5622,8
14/10/2022,5106,7
15/10/2022,5424,7
16/10/2022,5564,5
17/10/2022,5361,5
18/10/2022,4954,7
19/10/2022,5124,12
20/10/2022,5433,9
21/10/2022,5393,9
22/10/2022,5953,7
23/10/2022,5535,4
24/10/2022,5406,7
25/10/2022,5221,10
26/10/2022,5403,7
27/10/2022,6062,8
28/10/2022,5656,7
29/10/2022,5383,8
30/10/2022,5210,12
31/10/2022,4766,12
1/11/2022,4418,13
2/11/2022,4709,8
3/11/2022,5245,10
4/11/2022,4516,11
5/11/2022,5111,18
6/11/2022,4988,13
7/11/2022,5198,5
8/11/2022,4649,4
9/11/2022,5068,13
10/11/2022,5697,9
11/11/2022,5599,10
12/11/2022,5723,6
13/11/2022,6575,9
14/11/2022,6014,10
15/11/2022,5951,13
16/11/2022,6656,8
17/11/2022,8052,12
18/11/2022,8008,8
19/11/2022,8060,9
20/11/2022,7736,13
21/11/2022,7286,11
22/11/2022,7139,13
23/11/2022,7985,11
24/11/2022,9219,13
25/11/2022,8878,16
26/11/2022,8874,9
27/11/2022,8033,20
28/11/2022,7793,26
29/11/2022,7547,13
30/11/2022,8810,16
1/12/2022,10137,15
2/12/2022,9996,11
3/12/2022,10111,17
4/12/2022,9487,16
5/12/2022,9508,20
6/12/2022,9952,16
7/12/2022,11981,22
8/12/2022,14373,27
9/12/2022,13924,23
10/12/2022,14377,21
11/12/2022,14918,24
12/12/2022,14717,25
13/12/2022,13721,37
14/12/2022,14870,35
15/12/2022,17080,19
16/12/2022,15726,32
17/12/2022,15774,24
18/12/2022,16023,40
19/12/2022,15383,39
20/12/2022,14982,33
21/12/2022,16953,50
22/12/2022,19705,34
23/12/2022,20252,46
24/12/2022,21362,39
25/12/2022,21255,50
26/12/2022,19398,47
27/12/2022,18626,53
28/12/2022,20865,59
29/12/2022,24895,62
30/12/2022,27830,72
31/12/2022,29207,52
1/1/2023,23361,62
2/1/2023,20230,74
3/1/2023,16186,75
4/1/2023,16423,63
5/1/2023,18422,68
6/1/2023,19722,55
7/1/2023,15850,72
8/1/2023,14113,66
9/1/2023,11641,64
10/1/2023,9379,75
11/1/2023,9279,67
12/1/2023,9208,74
13/1/2023,8260,71
14/1/2023,7749,54
15/1/2023,6261,66
16/1/2023,4653,50
17/1/2023,3843,46
18/1/2023,3793,56
19/1/2023,4015,45
20/1/2023,3789,42
21/1/2023,3507,29
22/1/2023,2737,37
23/1/2023,2271,49
24/1/2023,1987,36
25/1/2023,2295,27
26/1/2023,2401,28
27/1/2023,2335,22
28/1/2023,3480,33
29/1/2023,3283,20
